RULE	POSITIVE_EXAMPLE	ENTITIES	RELATIONS
?a <diedIn> ?f ?b <diedIn> ?f => ?a <hasChild> ?b	<Liang_Qichao> <diedIn> <Beijing> <Liang_Sicheng> <diedIn> <Beijing> => <Liang_Qichao> <hasChild> <Liang_Sicheng>	<Liang_Sicheng> <Beijing> <Liang_Qichao>	<diedIn> <hasChild>
?a <diedIn> ?f ?b <diedIn> ?f => ?a <hasChild> ?b	<Prince_Axel_of_Denmark> <diedIn> <Copenhagen> <Prince_George_Valdemar_of_Denmark> <diedIn> <Copenhagen> => <Prince_Axel_of_Denmark> <hasChild> <Prince_George_Valdemar_of_Denmark>	<Prince_George_Valdemar_of_Denmark> <Prince_Axel_of_Denmark> <Copenhagen>	<diedIn> <hasChild>
?a <diedIn> ?f ?b <diedIn> ?f => ?a <hasChild> ?b	<Prince_Valdemar_of_Denmark> <diedIn> <Copenhagen> <Prince_Axel_of_Denmark> <diedIn> <Copenhagen> => <Prince_Valdemar_of_Denmark> <hasChild> <Prince_Axel_of_Denmark>	<Prince_Valdemar_of_Denmark> <Prince_Axel_of_Denmark> <Copenhagen>	<diedIn> <hasChild>
?a <diedIn> ?f ?b <diedIn> ?f => ?a <hasChild> ?b	<Maria_Josepha_of_Austria> <diedIn> <Dresden> <Prince_Francis_Xavier_of_Saxony> <diedIn> <Dresden> => <Maria_Josepha_of_Austria> <hasChild> <Prince_Francis_Xavier_of_Saxony>	<Prince_Francis_Xavier_of_Saxony> <Dresden> <Maria_Josepha_of_Austria>	<diedIn> <hasChild>
?b <diedIn> ?f ?a <wasBornIn> ?f => ?a <hasChild> ?b	<Grand_Duke_Alexander_Alexandrovich_of_Russia> <diedIn> <Saint_Petersburg> <Alexander_III_of_Russia> <wasBornIn> <Saint_Petersburg> => <Alexander_III_of_Russia> <hasChild> <Grand_Duke_Alexander_Alexandrovich_of_Russia>	<Grand_Duke_Alexander_Alexandrovich_of_Russia> <Saint_Petersburg> <Alexander_III_of_Russia>	<diedIn> <wasBornIn> <hasChild>
?b <diedIn> ?f ?a <wasBornIn> ?f => ?a <hasChild> ?b	<Prince_George_Valdemar_of_Denmark> <diedIn> <Copenhagen> <Prince_Axel_of_Denmark> <wasBornIn> <Copenhagen> => <Prince_Axel_of_Denmark> <hasChild> <Prince_George_Valdemar_of_Denmark>	<Prince_George_Valdemar_of_Denmark> <Copenhagen> <Prince_Axel_of_Denmark>	<diedIn> <wasBornIn> <hasChild>
?a <hasWonPrize> ?f ?b <hasWonPrize> ?f => ?a <hasChild> ?b	<Nargis> <hasWonPrize> <Filmfare_Awards> <Sanjay_Dutt> <hasWonPrize> <Filmfare_Awards> => <Nargis> <hasChild> <Sanjay_Dutt>	<Sanjay_Dutt> <Nargis> <Filmfare_Awards>	<hasWonPrize> <hasChild>
?a <hasWonPrize> ?f ?b <hasWonPrize> ?f => ?a <hasChild> ?b	<Sunil_Dutt> <hasWonPrize> <Filmfare_Awards> <Sanjay_Dutt> <hasWonPrize> <Filmfare_Awards> => <Sunil_Dutt> <hasChild> <Sanjay_Dutt>	<Sunil_Dutt> <Sanjay_Dutt> <Filmfare_Awards>	<hasWonPrize> <hasChild>
?f <isMarriedTo> ?a ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Amenhotep_III> <isMarriedTo> <Tiye> <Sitamun> <isMarriedTo> <Amenhotep_III> => <Tiye> <hasChild> <Sitamun>	<Sitamun> <Amenhotep_III> <Tiye>	<isMarriedTo> <hasChild>
?f <isMarriedTo> ?a ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Amenhotep_III> <isMarriedTo> <Tiye> <Iset_(daughter_of_Amenhotep_III)> <isMarriedTo> <Amenhotep_III> => <Tiye> <hasChild> <Iset_(daughter_of_Amenhotep_III)>	<Amenhotep_III> <Tiye> <Iset_(daughter_of_Amenhotep_III)>	<isMarriedTo> <hasChild>
?f <isMarriedTo> ?a ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<David_Vickers> <isMarriedTo> <Dorian_Lord> <Cramer_family> <isMarriedTo> <David_Vickers> => <Dorian_Lord> <hasChild> <Cramer_family>	<Cramer_family> <Dorian_Lord> <David_Vickers>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Tad_Martin> <hasChild> <Brooke_English> <Brooke_English> <isMarriedTo> <Tad_Martin> => <Brooke_English> <hasChild> <Tad_Martin>	<Brooke_English> <Tad_Martin>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Todd_Manning> <hasChild> <Blair_Cramer> <Blair_Cramer> <isMarriedTo> <Todd_Manning> => <Blair_Cramer> <hasChild> <Todd_Manning>	<Todd_Manning> <Blair_Cramer>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Brooke_English> <hasChild> <Tad_Martin> <Tad_Martin> <isMarriedTo> <Brooke_English> => <Tad_Martin> <hasChild> <Brooke_English>	<Brooke_English> <Tad_Martin>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Olivia_Spencer> <hasChild> <Phillip_Spaulding> <Phillip_Spaulding> <isMarriedTo> <Olivia_Spencer> => <Phillip_Spaulding> <hasChild> <Olivia_Spencer>	<Olivia_Spencer> <Phillip_Spaulding>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Harley_Cooper> <hasChild> <Phillip_Spaulding> <Phillip_Spaulding> <isMarriedTo> <Harley_Cooper> => <Phillip_Spaulding> <hasChild> <Harley_Cooper>	<Phillip_Spaulding> <Harley_Cooper>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Phillip_Spaulding> <hasChild> <Olivia_Spencer> <Olivia_Spencer> <isMarriedTo> <Phillip_Spaulding> => <Olivia_Spencer> <hasChild> <Phillip_Spaulding>	<Olivia_Spencer> <Phillip_Spaulding>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Phillip_Spaulding> <hasChild> <Harley_Cooper> <Harley_Cooper> <isMarriedTo> <Phillip_Spaulding> => <Harley_Cooper> <hasChild> <Phillip_Spaulding>	<Phillip_Spaulding> <Harley_Cooper>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Joe_Martin_(All_My_Children)> <hasChild> <Ruth_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)> <isMarriedTo> <Joe_Martin_(All_My_Children)> => <Ruth_Martin_(All_My_Children)> <hasChild> <Joe_Martin_(All_My_Children)>	<Joe_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Gus_Aitoro> <hasChild> <Natalia_Rivera_Aitoro> <Natalia_Rivera_Aitoro> <isMarriedTo> <Gus_Aitoro> => <Natalia_Rivera_Aitoro> <hasChild> <Gus_Aitoro>	<Natalia_Rivera_Aitoro> <Gus_Aitoro>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Natalia_Rivera_Aitoro> <hasChild> <Gus_Aitoro> <Gus_Aitoro> <isMarriedTo> <Natalia_Rivera_Aitoro> => <Gus_Aitoro> <hasChild> <Natalia_Rivera_Aitoro>	<Natalia_Rivera_Aitoro> <Gus_Aitoro>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Blair_Cramer> <hasChild> <Todd_Manning> <Todd_Manning> <isMarriedTo> <Blair_Cramer> => <Todd_Manning> <hasChild> <Blair_Cramer>	<Todd_Manning> <Blair_Cramer>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Tad_Martin> <hasChild> <Brooke_English> <Tad_Martin> <isMarriedTo> <Brooke_English> => <Brooke_English> <hasChild> <Tad_Martin>	<Brooke_English> <Tad_Martin>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Todd_Manning> <hasChild> <Blair_Cramer> <Todd_Manning> <isMarriedTo> <Blair_Cramer> => <Blair_Cramer> <hasChild> <Todd_Manning>	<Todd_Manning> <Blair_Cramer>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Brooke_English> <hasChild> <Tad_Martin> <Brooke_English> <isMarriedTo> <Tad_Martin> => <Tad_Martin> <hasChild> <Brooke_English>	<Brooke_English> <Tad_Martin>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Olivia_Spencer> <hasChild> <Phillip_Spaulding> <Olivia_Spencer> <isMarriedTo> <Phillip_Spaulding> => <Phillip_Spaulding> <hasChild> <Olivia_Spencer>	<Olivia_Spencer> <Phillip_Spaulding>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Harley_Cooper> <hasChild> <Phillip_Spaulding> <Harley_Cooper> <isMarriedTo> <Phillip_Spaulding> => <Phillip_Spaulding> <hasChild> <Harley_Cooper>	<Phillip_Spaulding> <Harley_Cooper>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Phillip_Spaulding> <hasChild> <Olivia_Spencer> <Phillip_Spaulding> <isMarriedTo> <Olivia_Spencer> => <Olivia_Spencer> <hasChild> <Phillip_Spaulding>	<Olivia_Spencer> <Phillip_Spaulding>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Phillip_Spaulding> <hasChild> <Harley_Cooper> <Phillip_Spaulding> <isMarriedTo> <Harley_Cooper> => <Harley_Cooper> <hasChild> <Phillip_Spaulding>	<Phillip_Spaulding> <Harley_Cooper>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Ruth_Martin_(All_My_Children)> <hasChild> <Joe_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)> <isMarriedTo> <Joe_Martin_(All_My_Children)> => <Joe_Martin_(All_My_Children)> <hasChild> <Ruth_Martin_(All_My_Children)>	<Joe_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Gus_Aitoro> <hasChild> <Natalia_Rivera_Aitoro> <Gus_Aitoro> <isMarriedTo> <Natalia_Rivera_Aitoro> => <Natalia_Rivera_Aitoro> <hasChild> <Gus_Aitoro>	<Natalia_Rivera_Aitoro> <Gus_Aitoro>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Natalia_Rivera_Aitoro> <hasChild> <Gus_Aitoro> <Natalia_Rivera_Aitoro> <isMarriedTo> <Gus_Aitoro> => <Gus_Aitoro> <hasChild> <Natalia_Rivera_Aitoro>	<Natalia_Rivera_Aitoro> <Gus_Aitoro>	<isMarriedTo> <hasChild>
?b <hasChild> ?a ?b <isMarriedTo> ?a => ?a <hasChild> ?b	<Blair_Cramer> <hasChild> <Todd_Manning> <Blair_Cramer> <isMarriedTo> <Todd_Manning> => <Todd_Manning> <hasChild> <Blair_Cramer>	<Todd_Manning> <Blair_Cramer>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Ahmose_I> <hasChild> <Amenhotep_I> <Ahmose-Meritamun> <isMarriedTo> <Amenhotep_I> => <Ahmose_I> <hasChild> <Ahmose-Meritamun>	<Ahmose_I> <Ahmose-Meritamun> <Amenhotep_I>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Akhenaten> <hasChild> <Meritaten> <Smenkhkare> <isMarriedTo> <Meritaten> => <Akhenaten> <hasChild> <Smenkhkare>	<Akhenaten> <Meritaten> <Smenkhkare>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Mongkut> <hasChild> <Chulalongkorn> <Sukhumala_Marasri> <isMarriedTo> <Chulalongkorn> => <Mongkut> <hasChild> <Sukhumala_Marasri>	<Mongkut> <Sukhumala_Marasri> <Chulalongkorn>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Mongkut> <hasChild> <Chulalongkorn> <Sunandha_Kumariratana> <isMarriedTo> <Chulalongkorn> => <Mongkut> <hasChild> <Sunandha_Kumariratana>	<Sunandha_Kumariratana> <Mongkut> <Chulalongkorn>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Mongkut> <hasChild> <Chulalongkorn> <Saovabha_Bongsri> <isMarriedTo> <Chulalongkorn> => <Mongkut> <hasChild> <Saovabha_Bongsri>	<Mongkut> <Saovabha_Bongsri> <Chulalongkorn>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Mongkut> <hasChild> <Chulalongkorn> <Savang_Vadhana> <isMarriedTo> <Chulalongkorn> => <Mongkut> <hasChild> <Savang_Vadhana>	<Mongkut> <Savang_Vadhana> <Chulalongkorn>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Mongkut> <hasChild> <Sunandha_Kumariratana> <Chulalongkorn> <isMarriedTo> <Sunandha_Kumariratana> => <Mongkut> <hasChild> <Chulalongkorn>	<Sunandha_Kumariratana> <Mongkut> <Chulalongkorn>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Mongkut> <hasChild> <Saovabha_Bongsri> <Chulalongkorn> <isMarriedTo> <Saovabha_Bongsri> => <Mongkut> <hasChild> <Chulalongkorn>	<Mongkut> <Saovabha_Bongsri> <Chulalongkorn>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Mongkut> <hasChild> <Savang_Vadhana> <Chulalongkorn> <isMarriedTo> <Savang_Vadhana> => <Mongkut> <hasChild> <Chulalongkorn>	<Mongkut> <Chulalongkorn> <Savang_Vadhana>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Ahmose-Nefertari> <hasChild> <Amenhotep_I> <Ahmose-Meritamun> <isMarriedTo> <Amenhotep_I> => <Ahmose-Nefertari> <hasChild> <Ahmose-Meritamun>	<Ahmose-Nefertari> <Ahmose-Meritamun> <Amenhotep_I>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Kirsten_Cohen> <hasChild> <Seth_Cohen> <Summer_Roberts> <isMarriedTo> <Seth_Cohen> => <Kirsten_Cohen> <hasChild> <Summer_Roberts>	<Kirsten_Cohen> <Seth_Cohen> <Summer_Roberts>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Kirsten_Cohen> <hasChild> <Summer_Roberts> <Seth_Cohen> <isMarriedTo> <Summer_Roberts> => <Kirsten_Cohen> <hasChild> <Seth_Cohen>	<Kirsten_Cohen> <Seth_Cohen> <Summer_Roberts>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Seqenenre_Tao_II> <hasChild> <Ahmose-Nefertari> <Ahmose_I> <isMarriedTo> <Ahmose-Nefertari> => <Seqenenre_Tao_II> <hasChild> <Ahmose_I>	<Ahmose-Nefertari> <Seqenenre_Tao_II> <Ahmose_I>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Seqenenre_Tao_II> <hasChild> <Ahmose-Henuttamehu> <Ahmose_I> <isMarriedTo> <Ahmose-Henuttamehu> => <Seqenenre_Tao_II> <hasChild> <Ahmose_I>	<Ahmose_I> <Seqenenre_Tao_II> <Ahmose-Henuttamehu>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Ahhotep_I> <hasChild> <Ahmose-Nefertari> <Ahmose_I> <isMarriedTo> <Ahmose-Nefertari> => <Ahhotep_I> <hasChild> <Ahmose_I>	<Ahhotep_I> <Ahmose-Nefertari> <Ahmose_I>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Roxy_Balsom> <hasChild> <Mitch_Laurence> <Natalie_Buchanan> <isMarriedTo> <Mitch_Laurence> => <Roxy_Balsom> <hasChild> <Natalie_Buchanan>	<Mitch_Laurence> <Roxy_Balsom> <Natalie_Buchanan>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Roxy_Balsom> <hasChild> <Natalie_Buchanan> <Mitch_Laurence> <isMarriedTo> <Natalie_Buchanan> => <Roxy_Balsom> <hasChild> <Mitch_Laurence>	<Mitch_Laurence> <Roxy_Balsom> <Natalie_Buchanan>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Tetisheri> <hasChild> <Ahhotep_I> <Seqenenre_Tao_II> <isMarriedTo> <Ahhotep_I> => <Tetisheri> <hasChild> <Seqenenre_Tao_II>	<Ahhotep_I> <Tetisheri> <Seqenenre_Tao_II>	<isMarriedTo> <hasChild>
?a <wasBornIn> ?f ?b <wasBornIn> ?f => ?a <influences> ?b	<Ryūnosuke_Akutagawa> <wasBornIn> <Tokyo> <Fumiko_Enchi> <wasBornIn> <Tokyo> => <Ryūnosuke_Akutagawa> <influences> <Fumiko_Enchi>	<Tokyo> <Ryūnosuke_Akutagawa> <Fumiko_Enchi>	<influences> <wasBornIn>
?a <wasBornIn> ?f ?b <wasBornIn> ?f => ?a <influences> ?b	<Ryūnosuke_Akutagawa> <wasBornIn> <Tokyo> <Mantarō_Kubota> <wasBornIn> <Tokyo> => <Ryūnosuke_Akutagawa> <influences> <Mantarō_Kubota>	<Tokyo> <Ryūnosuke_Akutagawa> <Mantarō_Kubota>	<influences> <wasBornIn>
?a <wasBornIn> ?f ?b <wasBornIn> ?f => ?a <influences> ?b	<José_Martí> <wasBornIn> <Havana> <Virgil_Suárez> <wasBornIn> <Havana> => <José_Martí> <influences> <Virgil_Suárez>	<Havana> <José_Martí> <Virgil_Suárez>	<influences> <wasBornIn>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Maria_Anna_of_Bavaria_(1551–1608)> <diedIn> <Graz> <Archduchess_Maria_Maddalena_of_Austria> <wasBornIn> <Graz> => <Maria_Anna_of_Bavaria_(1551–1608)> <hasChild> <Archduchess_Maria_Maddalena_of_Austria>	<Archduchess_Maria_Maddalena_of_Austria> <Graz> <Maria_Anna_of_Bavaria_(1551–1608)>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Maria_Anna_of_Bavaria_(1551–1608)> <diedIn> <Graz> <Constance_of_Austria> <wasBornIn> <Graz> => <Maria_Anna_of_Bavaria_(1551–1608)> <hasChild> <Constance_of_Austria>	<Graz> <Maria_Anna_of_Bavaria_(1551–1608)> <Constance_of_Austria>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Bianca_Maria_Visconti> <diedIn> <Cremona> <Ippolita_Maria_Sforza> <wasBornIn> <Cremona> => <Bianca_Maria_Visconti> <hasChild> <Ippolita_Maria_Sforza>	<Bianca_Maria_Visconti> <Cremona> <Ippolita_Maria_Sforza>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Afonso_I_of_Portugal> <diedIn> <Coimbra> <Sancho_I_of_Portugal> <wasBornIn> <Coimbra> => <Afonso_I_of_Portugal> <hasChild> <Sancho_I_of_Portugal>	<Coimbra> <Sancho_I_of_Portugal> <Afonso_I_of_Portugal>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Princess_Margaret_of_Connaught> <diedIn> <Stockholm> <Ingrid_of_Sweden> <wasBornIn> <Stockholm> => <Princess_Margaret_of_Connaught> <hasChild> <Ingrid_of_Sweden>	<Stockholm> <Princess_Margaret_of_Connaught> <Ingrid_of_Sweden>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Prince_Valdemar_of_Denmark> <diedIn> <Copenhagen> <Prince_Axel_of_Denmark> <wasBornIn> <Copenhagen> => <Prince_Valdemar_of_Denmark> <hasChild> <Prince_Axel_of_Denmark>	<Prince_Valdemar_of_Denmark> <Prince_Axel_of_Denmark> <Copenhagen>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Archduchess_Anna_of_Austria> <diedIn> <Munich> <Maria_Anna_of_Bavaria_(1551–1608)> <wasBornIn> <Munich> => <Archduchess_Anna_of_Austria> <hasChild> <Maria_Anna_of_Bavaria_(1551–1608)>	<Munich> <Maria_Anna_of_Bavaria_(1551–1608)> <Archduchess_Anna_of_Austria>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Archduke_Ferdinand_Karl_Viktor_of_Austria-Este> <diedIn> <Brno> <Maria_Theresa_of_Austria-Este_(1849–1919)> <wasBornIn> <Brno> => <Archduke_Ferdinand_Karl_Viktor_of_Austria-Este> <hasChild> <Maria_Theresa_of_Austria-Este_(1849–1919)>	<Archduke_Ferdinand_Karl_Viktor_of_Austria-Este> <Maria_Theresa_of_Austria-Este_(1849–1919)> <Brno>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Eugen_Filotti> <diedIn> <Bucharest> <Ion_Filotti> <wasBornIn> <Bucharest> => <Eugen_Filotti> <hasChild> <Ion_Filotti>	<Eugen_Filotti> <Bucharest> <Ion_Filotti>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Maria_Josepha_of_Austria> <diedIn> <Dresden> <Prince_Francis_Xavier_of_Saxony> <wasBornIn> <Dresden> => <Maria_Josepha_of_Austria> <hasChild> <Prince_Francis_Xavier_of_Saxony>	<Prince_Francis_Xavier_of_Saxony> <Dresden> <Maria_Josepha_of_Austria>	<diedIn> <wasBornIn> <hasChild>
?a <diedIn> ?f ?b <wasBornIn> ?f => ?a <hasChild> ?b	<Maria_Josepha_of_Austria> <diedIn> <Dresden> <Maria_Anna_Sophia_of_Saxony> <wasBornIn> <Dresden> => <Maria_Josepha_of_Austria> <hasChild> <Maria_Anna_Sophia_of_Saxony>	<Maria_Anna_Sophia_of_Saxony> <Dresden> <Maria_Josepha_of_Austria>	<diedIn> <wasBornIn> <hasChild>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Quentin_Tarantino> <created> <From_Dusk_till_Dawn> <Quentin_Tarantino> <produced> <From_Dusk_till_Dawn> => <Quentin_Tarantino> <actedIn> <From_Dusk_till_Dawn>	<Quentin_Tarantino> <From_Dusk_till_Dawn>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Quentin_Tarantino> <created> <My_Best_Friend's_Birthday> <Quentin_Tarantino> <produced> <My_Best_Friend's_Birthday> => <Quentin_Tarantino> <actedIn> <My_Best_Friend's_Birthday>	<Quentin_Tarantino> <My_Best_Friend's_Birthday>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Kamal_Haasan> <created> <Thevar_Magan> <Kamal_Haasan> <produced> <Thevar_Magan> => <Kamal_Haasan> <actedIn> <Thevar_Magan>	<Thevar_Magan> <Kamal_Haasan>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Palito_Ortega> <created> <El_Tío_Disparate> <Palito_Ortega> <produced> <El_Tío_Disparate> => <Palito_Ortega> <actedIn> <El_Tío_Disparate>	<Palito_Ortega> <El_Tío_Disparate>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Paul_Spence> <created> <FUBAR_(film)> <Paul_Spence> <produced> <FUBAR_(film)> => <Paul_Spence> <actedIn> <FUBAR_(film)>	<FUBAR_(film)> <Paul_Spence>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Paul_Spence> <created> <FUBAR_2_(film)> <Paul_Spence> <produced> <FUBAR_2_(film)> => <Paul_Spence> <actedIn> <FUBAR_2_(film)>	<FUBAR_2_(film)> <Paul_Spence>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Harry_Enfield> <created> <Kevin_&_Perry_Go_Large> <Harry_Enfield> <produced> <Kevin_&_Perry_Go_Large> => <Harry_Enfield> <actedIn> <Kevin_&_Perry_Go_Large>	<Kevin_&_Perry_Go_Large> <Harry_Enfield>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Warren_Beatty> <created> <Bulworth> <Warren_Beatty> <produced> <Bulworth> => <Warren_Beatty> <actedIn> <Bulworth>	<Bulworth> <Warren_Beatty>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Warren_Beatty> <created> <Love_Affair_(1994_film)> <Warren_Beatty> <produced> <Love_Affair_(1994_film)> => <Warren_Beatty> <actedIn> <Love_Affair_(1994_film)>	<Love_Affair_(1994_film)> <Warren_Beatty>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Warren_Beatty> <created> <Reds_(film)> <Warren_Beatty> <produced> <Reds_(film)> => <Warren_Beatty> <actedIn> <Reds_(film)>	<Reds_(film)> <Warren_Beatty>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Warren_Beatty> <created> <Heaven_Can_Wait_(1978_film)> <Warren_Beatty> <produced> <Heaven_Can_Wait_(1978_film)> => <Warren_Beatty> <actedIn> <Heaven_Can_Wait_(1978_film)>	<Heaven_Can_Wait_(1978_film)> <Warren_Beatty>	<created> <actedIn> <produced>
?a <created> ?b ?a <produced> ?b => ?a <actedIn> ?b	<Kenneth_Branagh> <created> <Love's_Labour's_Lost_(2000_film)> <Kenneth_Branagh> <produced> <Love's_Labour's_Lost_(2000_film)> => <Kenneth_Branagh> <actedIn> <Love's_Labour's_Lost_(2000_film)>	<Love's_Labour's_Lost_(2000_film)> <Kenneth_Branagh>	<created> <actedIn> <produced>
