RULE	EXAMPLE	ENTITIES	RELATIONS
?f <diedIn> ?b ?a <isMarriedTo> ?f => ?a <diedIn> ?b	<Prince_Oskar_of_Prussia> <diedIn> <Munich> <Countess_Ina_Marie_von_Bassewitz> <isMarriedTo> <Prince_Oskar_of_Prussia> => <Countess_Ina_Marie_von_Bassewitz> <diedIn> <Munich>	<Countess_Ina_Marie_von_Bassewitz> <Munich> <Prince_Oskar_of_Prussia>	<diedIn> <isMarriedTo>
?f <diedIn> ?b ?a <isMarriedTo> ?f => ?a <diedIn> ?b	<Charles_Ingalls> <diedIn> <De_Smet,_South_Dakota> <Caroline_Ingalls> <isMarriedTo> <Charles_Ingalls> => <Caroline_Ingalls> <diedIn> <De_Smet,_South_Dakota>	<De_Smet,_South_Dakota> <Caroline_Ingalls> <Charles_Ingalls>	<diedIn> <isMarriedTo>
?f <diedIn> ?b ?a <isMarriedTo> ?f => ?a <diedIn> ?b	<Liang_Sicheng> <diedIn> <Beijing> <Lin_Huiyin> <isMarriedTo> <Liang_Sicheng> => <Lin_Huiyin> <diedIn> <Beijing>	<Liang_Sicheng> <Beijing> <Lin_Huiyin>	<diedIn> <isMarriedTo>
?f <diedIn> ?b ?a <isMarriedTo> ?f => ?a <diedIn> ?b	<Prince_Valdemar_of_Denmark> <diedIn> <Copenhagen> <Princess_Marie_of_Orléans_(1865–1909)> <isMarriedTo> <Prince_Valdemar_of_Denmark> => <Princess_Marie_of_Orléans_(1865–1909)> <diedIn> <Copenhagen>	<Copenhagen> <Prince_Valdemar_of_Denmark> <Princess_Marie_of_Orléans_(1865–1909)>	<diedIn> <isMarriedTo>
?f <diedIn> ?b ?a <isMarriedTo> ?f => ?a <diedIn> ?b	<Lin_Huiyin> <diedIn> <Beijing> <Liang_Sicheng> <isMarriedTo> <Lin_Huiyin> => <Liang_Sicheng> <diedIn> <Beijing>	<Liang_Sicheng> <Beijing> <Lin_Huiyin>	<diedIn> <isMarriedTo>
?f <diedIn> ?b ?a <isMarriedTo> ?f => ?a <diedIn> ?b	<James_Franklin_(printer)> <diedIn> <Newport,_Rhode_Island> <Ann_Smith_Franklin> <isMarriedTo> <James_Franklin_(printer)> => <Ann_Smith_Franklin> <diedIn> <Newport,_Rhode_Island>	<James_Franklin_(printer)> <Newport,_Rhode_Island> <Ann_Smith_Franklin>	<diedIn> <isMarriedTo>
?a <isMarriedTo> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Marga_Barbu> <isMarriedTo> <Eugen_Barbu> <Eugen_Barbu> <wasBornIn> <Bucharest> => <Marga_Barbu> <diedIn> <Bucharest>	<Eugen_Barbu> <Bucharest> <Marga_Barbu>	<isMarriedTo> <diedIn> <wasBornIn>
?a <isMarriedTo> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Mark_Burns> <isMarriedTo> <Jane_How> <Jane_How> <wasBornIn> <London> => <Mark_Burns> <diedIn> <London>	<Mark_Burns> <Jane_How> <London>	<isMarriedTo> <diedIn> <wasBornIn>
?a <isMarriedTo> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Lydia_Shum> <isMarriedTo> <Adam_Cheng> <Adam_Cheng> <wasBornIn> <Hong_Kong> => <Lydia_Shum> <diedIn> <Hong_Kong>	<Hong_Kong> <Lydia_Shum> <Adam_Cheng>	<isMarriedTo> <diedIn> <wasBornIn>
?a <isMarriedTo> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Princess_Margaret_of_Connaught> <isMarriedTo> <Gustaf_VI_Adolf_of_Sweden> <Gustaf_VI_Adolf_of_Sweden> <wasBornIn> <Stockholm> => <Princess_Margaret_of_Connaught> <diedIn> <Stockholm>	<Princess_Margaret_of_Connaught> <Stockholm> <Gustaf_VI_Adolf_of_Sweden>	<isMarriedTo> <diedIn> <wasBornIn>
?f <diedIn> ?b ?a <hasChild> ?f => ?a <diedIn> ?b	<Prince_Axel_of_Denmark> <diedIn> <Copenhagen> <Prince_Valdemar_of_Denmark> <hasChild> <Prince_Axel_of_Denmark> => <Prince_Valdemar_of_Denmark> <diedIn> <Copenhagen>	<Prince_Axel_of_Denmark> <Copenhagen> <Prince_Valdemar_of_Denmark>	<diedIn> <hasChild>
?f <diedIn> ?b ?a <hasChild> ?f => ?a <diedIn> ?b	<Liang_Sicheng> <diedIn> <Beijing> <Liang_Qichao> <hasChild> <Liang_Sicheng> => <Liang_Qichao> <diedIn> <Beijing>	<Liang_Sicheng> <Beijing> <Liang_Qichao>	<diedIn> <hasChild>
?f <diedIn> ?b ?a <hasChild> ?f => ?a <diedIn> ?b	<Prince_George_Valdemar_of_Denmark> <diedIn> <Copenhagen> <Prince_Axel_of_Denmark> <hasChild> <Prince_George_Valdemar_of_Denmark> => <Prince_Axel_of_Denmark> <diedIn> <Copenhagen>	<Prince_Axel_of_Denmark> <Prince_George_Valdemar_of_Denmark> <Copenhagen>	<diedIn> <hasChild>
?f <diedIn> ?b ?a <hasChild> ?f => ?a <diedIn> ?b	<Prince_Francis_Xavier_of_Saxony> <diedIn> <Dresden> <Maria_Josepha_of_Austria> <hasChild> <Prince_Francis_Xavier_of_Saxony> => <Maria_Josepha_of_Austria> <diedIn> <Dresden>	<Prince_Francis_Xavier_of_Saxony> <Maria_Josepha_of_Austria> <Dresden>	<diedIn> <hasChild>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Afonso_I_of_Portugal> <hasChild> <Sancho_I_of_Portugal> <Sancho_I_of_Portugal> <wasBornIn> <Coimbra> => <Afonso_I_of_Portugal> <diedIn> <Coimbra>	<Afonso_I_of_Portugal> <Sancho_I_of_Portugal> <Coimbra>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Princess_Margaret_of_Connaught> <hasChild> <Ingrid_of_Sweden> <Ingrid_of_Sweden> <wasBornIn> <Stockholm> => <Princess_Margaret_of_Connaught> <diedIn> <Stockholm>	<Princess_Margaret_of_Connaught> <Stockholm> <Ingrid_of_Sweden>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Maria_Anna_of_Bavaria_(1551–1608)> <hasChild> <Archduchess_Maria_Maddalena_of_Austria> <Archduchess_Maria_Maddalena_of_Austria> <wasBornIn> <Graz> => <Maria_Anna_of_Bavaria_(1551–1608)> <diedIn> <Graz>	<Archduchess_Maria_Maddalena_of_Austria> <Graz> <Maria_Anna_of_Bavaria_(1551–1608)>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Maria_Anna_of_Bavaria_(1551–1608)> <hasChild> <Constance_of_Austria> <Constance_of_Austria> <wasBornIn> <Graz> => <Maria_Anna_of_Bavaria_(1551–1608)> <diedIn> <Graz>	<Graz> <Constance_of_Austria> <Maria_Anna_of_Bavaria_(1551–1608)>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Bianca_Maria_Visconti> <hasChild> <Ippolita_Maria_Sforza> <Ippolita_Maria_Sforza> <wasBornIn> <Cremona> => <Bianca_Maria_Visconti> <diedIn> <Cremona>	<Ippolita_Maria_Sforza> <Cremona> <Bianca_Maria_Visconti>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Prince_Valdemar_of_Denmark> <hasChild> <Prince_Axel_of_Denmark> <Prince_Axel_of_Denmark> <wasBornIn> <Copenhagen> => <Prince_Valdemar_of_Denmark> <diedIn> <Copenhagen>	<Prince_Axel_of_Denmark> <Copenhagen> <Prince_Valdemar_of_Denmark>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Archduchess_Anna_of_Austria> <hasChild> <Maria_Anna_of_Bavaria_(1551–1608)> <Maria_Anna_of_Bavaria_(1551–1608)> <wasBornIn> <Munich> => <Archduchess_Anna_of_Austria> <diedIn> <Munich>	<Archduchess_Anna_of_Austria> <Maria_Anna_of_Bavaria_(1551–1608)> <Munich>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Archduke_Ferdinand_Karl_Viktor_of_Austria-Este> <hasChild> <Maria_Theresa_of_Austria-Este_(1849–1919)> <Maria_Theresa_of_Austria-Este_(1849–1919)> <wasBornIn> <Brno> => <Archduke_Ferdinand_Karl_Viktor_of_Austria-Este> <diedIn> <Brno>	<Brno> <Archduke_Ferdinand_Karl_Viktor_of_Austria-Este> <Maria_Theresa_of_Austria-Este_(1849–1919)>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Eugen_Filotti> <hasChild> <Ion_Filotti> <Ion_Filotti> <wasBornIn> <Bucharest> => <Eugen_Filotti> <diedIn> <Bucharest>	<Bucharest> <Eugen_Filotti> <Ion_Filotti>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Maria_Josepha_of_Austria> <hasChild> <Maria_Anna_Sophia_of_Saxony> <Maria_Anna_Sophia_of_Saxony> <wasBornIn> <Dresden> => <Maria_Josepha_of_Austria> <diedIn> <Dresden>	<Maria_Anna_Sophia_of_Saxony> <Maria_Josepha_of_Austria> <Dresden>	<diedIn> <hasChild> <wasBornIn>
?a <hasChild> ?f ?f <wasBornIn> ?b => ?a <diedIn> ?b	<Maria_Josepha_of_Austria> <hasChild> <Prince_Francis_Xavier_of_Saxony> <Prince_Francis_Xavier_of_Saxony> <wasBornIn> <Dresden> => <Maria_Josepha_of_Austria> <diedIn> <Dresden>	<Prince_Francis_Xavier_of_Saxony> <Maria_Josepha_of_Austria> <Dresden>	<diedIn> <hasChild> <wasBornIn>
?f <diedIn> ?b ?a <influences> ?f => ?a <diedIn> ?b	<Guangxu_Emperor> <diedIn> <Beijing> <Liang_Qichao> <influences> <Guangxu_Emperor> => <Liang_Qichao> <diedIn> <Beijing>	<Beijing> <Guangxu_Emperor> <Liang_Qichao>	<diedIn> <influences>
?f <diedIn> ?b ?a <influences> ?f => ?a <diedIn> ?b	<Lin_Huiyin> <diedIn> <Beijing> <Liang_Sicheng> <influences> <Lin_Huiyin> => <Liang_Sicheng> <diedIn> <Beijing>	<Liang_Sicheng> <Beijing> <Lin_Huiyin>	<diedIn> <influences>
?f <diedIn> ?b ?a <influences> ?f => ?a <diedIn> ?b	<Wang_Li_(linguist)> <diedIn> <Beijing> <Liang_Qichao> <influences> <Wang_Li_(linguist)> => <Liang_Qichao> <diedIn> <Beijing>	<Beijing> <Liang_Qichao> <Wang_Li_(linguist)>	<diedIn> <influences>
?e <isMarriedTo> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Adam_Cheng> <isMarriedTo> <Lydia_Shum> <Adam_Cheng> <wasBornIn> <Hong_Kong> => <Lydia_Shum> <diedIn> <Hong_Kong>	<Hong_Kong> <Lydia_Shum> <Adam_Cheng>	<isMarriedTo> <diedIn> <wasBornIn>
?e <isMarriedTo> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Gustaf_VI_Adolf_of_Sweden> <isMarriedTo> <Princess_Margaret_of_Connaught> <Gustaf_VI_Adolf_of_Sweden> <wasBornIn> <Stockholm> => <Princess_Margaret_of_Connaught> <diedIn> <Stockholm>	<Princess_Margaret_of_Connaught> <Stockholm> <Gustaf_VI_Adolf_of_Sweden>	<isMarriedTo> <diedIn> <wasBornIn>
?e <diedIn> ?b ?e <hasChild> ?a => ?a <diedIn> ?b	<Liang_Qichao> <diedIn> <Beijing> <Liang_Qichao> <hasChild> <Liang_Sicheng> => <Liang_Sicheng> <diedIn> <Beijing>	<Liang_Sicheng> <Beijing> <Liang_Qichao>	<diedIn> <hasChild>
?e <diedIn> ?b ?e <hasChild> ?a => ?a <diedIn> ?b	<Prince_Axel_of_Denmark> <diedIn> <Copenhagen> <Prince_Axel_of_Denmark> <hasChild> <Prince_George_Valdemar_of_Denmark> => <Prince_George_Valdemar_of_Denmark> <diedIn> <Copenhagen>	<Prince_Axel_of_Denmark> <Prince_George_Valdemar_of_Denmark> <Copenhagen>	<diedIn> <hasChild>
?e <diedIn> ?b ?e <hasChild> ?a => ?a <diedIn> ?b	<Prince_Valdemar_of_Denmark> <diedIn> <Copenhagen> <Prince_Valdemar_of_Denmark> <hasChild> <Prince_Axel_of_Denmark> => <Prince_Axel_of_Denmark> <diedIn> <Copenhagen>	<Prince_Axel_of_Denmark> <Copenhagen> <Prince_Valdemar_of_Denmark>	<diedIn> <hasChild>
?e <diedIn> ?b ?e <hasChild> ?a => ?a <diedIn> ?b	<Maria_Josepha_of_Austria> <diedIn> <Dresden> <Maria_Josepha_of_Austria> <hasChild> <Prince_Francis_Xavier_of_Saxony> => <Prince_Francis_Xavier_of_Saxony> <diedIn> <Dresden>	<Prince_Francis_Xavier_of_Saxony> <Maria_Josepha_of_Austria> <Dresden>	<diedIn> <hasChild>
?a <hasAcademicAdvisor> ?f ?f <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Owen_Chamberlain> <hasAcademicAdvisor> <Enrico_Fermi> <Enrico_Fermi> <hasWonPrize> <Nobel_Prize_in_Physics> => <Owen_Chamberlain> <hasWonPrize> <Nobel_Prize_in_Physics>	<Nobel_Prize_in_Physics> <Owen_Chamberlain> <Enrico_Fermi>	<hasAcademicAdvisor> <hasWonPrize>
?a <hasAcademicAdvisor> ?f ?f <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Fritz_Pregl> <hasAcademicAdvisor> <Wilhelm_Ostwald> <Wilhelm_Ostwald> <hasWonPrize> <Nobel_Prize_in_Chemistry> => <Fritz_Pregl> <hasWonPrize> <Nobel_Prize_in_Chemistry>	<Wilhelm_Ostwald> <Nobel_Prize_in_Chemistry> <Fritz_Pregl>	<hasAcademicAdvisor> <hasWonPrize>
?a <hasAcademicAdvisor> ?f ?f <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Andrew_Fire> <hasAcademicAdvisor> <Phillip_Allen_Sharp> <Phillip_Allen_Sharp> <hasWonPrize> <Nobel_Prize_in_Physiology_or_Medicine> => <Andrew_Fire> <hasWonPrize> <Nobel_Prize_in_Physiology_or_Medicine>	<Andrew_Fire> <Nobel_Prize_in_Physiology_or_Medicine> <Phillip_Allen_Sharp>	<hasAcademicAdvisor> <hasWonPrize>
?a <hasAcademicAdvisor> ?f ?f <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Masud_Ahmad> <hasAcademicAdvisor> <Riazuddin_(physicist)> <Riazuddin_(physicist)> <hasWonPrize> <Hilal-i-Imtiaz> => <Masud_Ahmad> <hasWonPrize> <Hilal-i-Imtiaz>	<Hilal-i-Imtiaz> <Masud_Ahmad> <Riazuddin_(physicist)>	<hasAcademicAdvisor> <hasWonPrize>
?a <hasAcademicAdvisor> ?f ?f <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Riazuddin_(physicist)> <hasAcademicAdvisor> <Abdus_Salam> <Abdus_Salam> <hasWonPrize> <Nishan-e-Imtiaz> => <Riazuddin_(physicist)> <hasWonPrize> <Nishan-e-Imtiaz>	<Riazuddin_(physicist)> <Nishan-e-Imtiaz> <Abdus_Salam>	<hasAcademicAdvisor> <hasWonPrize>
?e <influences> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Ryūnosuke_Akutagawa> <influences> <Osamu_Dazai> <Ryūnosuke_Akutagawa> <wasBornIn> <Tokyo> => <Osamu_Dazai> <diedIn> <Tokyo>	<Osamu_Dazai> <Ryūnosuke_Akutagawa> <Tokyo>	<diedIn> <wasBornIn> <influences>
?e <influences> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Ryūnosuke_Akutagawa> <influences> <Fumiko_Enchi> <Ryūnosuke_Akutagawa> <wasBornIn> <Tokyo> => <Fumiko_Enchi> <diedIn> <Tokyo>	<Fumiko_Enchi> <Ryūnosuke_Akutagawa> <Tokyo>	<diedIn> <wasBornIn> <influences>
?e <influences> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Ryūnosuke_Akutagawa> <influences> <Mantarō_Kubota> <Ryūnosuke_Akutagawa> <wasBornIn> <Tokyo> => <Mantarō_Kubota> <diedIn> <Tokyo>	<Mantarō_Kubota> <Ryūnosuke_Akutagawa> <Tokyo>	<diedIn> <wasBornIn> <influences>
?e <influences> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Seán_O'Casey> <influences> <John_Millington_Synge> <Seán_O'Casey> <wasBornIn> <Dublin> => <John_Millington_Synge> <diedIn> <Dublin>	<Dublin> <Seán_O'Casey> <John_Millington_Synge>	<diedIn> <wasBornIn> <influences>
?e <influences> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Helena_Roerich> <influences> <Ivan_Yefremov> <Helena_Roerich> <wasBornIn> <Saint_Petersburg> => <Ivan_Yefremov> <diedIn> <Saint_Petersburg>	<Helena_Roerich> <Saint_Petersburg> <Ivan_Yefremov>	<diedIn> <wasBornIn> <influences>
?e <hasChild> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Alexander_III_of_Russia> <hasChild> <Grand_Duke_Alexander_Alexandrovich_of_Russia> <Alexander_III_of_Russia> <wasBornIn> <Saint_Petersburg> => <Grand_Duke_Alexander_Alexandrovich_of_Russia> <diedIn> <Saint_Petersburg>	<Saint_Petersburg> <Alexander_III_of_Russia> <Grand_Duke_Alexander_Alexandrovich_of_Russia>	<diedIn> <hasChild> <wasBornIn>
?e <hasChild> ?a ?e <wasBornIn> ?b => ?a <diedIn> ?b	<Prince_Axel_of_Denmark> <hasChild> <Prince_George_Valdemar_of_Denmark> <Prince_Axel_of_Denmark> <wasBornIn> <Copenhagen> => <Prince_George_Valdemar_of_Denmark> <diedIn> <Copenhagen>	<Prince_Axel_of_Denmark> <Prince_George_Valdemar_of_Denmark> <Copenhagen>	<diedIn> <hasChild> <wasBornIn>
?e <hasAcademicAdvisor> ?a ?e <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Owen_Chamberlain> <hasAcademicAdvisor> <Enrico_Fermi> <Owen_Chamberlain> <hasWonPrize> <Nobel_Prize_in_Physics> => <Enrico_Fermi> <hasWonPrize> <Nobel_Prize_in_Physics>	<Nobel_Prize_in_Physics> <Owen_Chamberlain> <Enrico_Fermi>	<hasAcademicAdvisor> <hasWonPrize>
?e <hasAcademicAdvisor> ?a ?e <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Fritz_Pregl> <hasAcademicAdvisor> <Wilhelm_Ostwald> <Fritz_Pregl> <hasWonPrize> <Nobel_Prize_in_Chemistry> => <Wilhelm_Ostwald> <hasWonPrize> <Nobel_Prize_in_Chemistry>	<Wilhelm_Ostwald> <Nobel_Prize_in_Chemistry> <Fritz_Pregl>	<hasAcademicAdvisor> <hasWonPrize>
?e <hasAcademicAdvisor> ?a ?e <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Andrew_Fire> <hasAcademicAdvisor> <Phillip_Allen_Sharp> <Andrew_Fire> <hasWonPrize> <Nobel_Prize_in_Physiology_or_Medicine> => <Phillip_Allen_Sharp> <hasWonPrize> <Nobel_Prize_in_Physiology_or_Medicine>	<Andrew_Fire> <Nobel_Prize_in_Physiology_or_Medicine> <Phillip_Allen_Sharp>	<hasAcademicAdvisor> <hasWonPrize>
?e <hasAcademicAdvisor> ?a ?e <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Masud_Ahmad> <hasAcademicAdvisor> <Riazuddin_(physicist)> <Masud_Ahmad> <hasWonPrize> <Hilal-i-Imtiaz> => <Riazuddin_(physicist)> <hasWonPrize> <Hilal-i-Imtiaz>	<Hilal-i-Imtiaz> <Masud_Ahmad> <Riazuddin_(physicist)>	<hasAcademicAdvisor> <hasWonPrize>
?e <hasAcademicAdvisor> ?a ?e <hasWonPrize> ?b => ?a <hasWonPrize> ?b	<Riazuddin_(physicist)> <hasAcademicAdvisor> <Abdus_Salam> <Riazuddin_(physicist)> <hasWonPrize> <Nishan-e-Imtiaz> => <Abdus_Salam> <hasWonPrize> <Nishan-e-Imtiaz>	<Riazuddin_(physicist)> <Nishan-e-Imtiaz> <Abdus_Salam>	<hasAcademicAdvisor> <hasWonPrize>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<England> <hasCapital> <London> <Arthur_Aikin> <isCitizenOf> <England> => <Arthur_Aikin> <diedIn> <London>	<London> <England> <Arthur_Aikin>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Finland> <hasCapital> <Helsinki> <Vilho_Annala> <isCitizenOf> <Finland> => <Vilho_Annala> <diedIn> <Helsinki>	<Vilho_Annala> <Finland> <Helsinki>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Germany> <hasCapital> <Berlin> <Werner_Sombart> <isCitizenOf> <Germany> => <Werner_Sombart> <diedIn> <Berlin>	<Werner_Sombart> <Germany> <Berlin>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Germany> <hasCapital> <Berlin> <Ferdinand_von_Richthofen> <isCitizenOf> <Germany> => <Ferdinand_von_Richthofen> <diedIn> <Berlin>	<Germany> <Berlin> <Ferdinand_von_Richthofen>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Germany> <hasCapital> <Berlin> <Otto_Heinrich_Warburg> <isCitizenOf> <Germany> => <Otto_Heinrich_Warburg> <diedIn> <Berlin>	<Germany> <Berlin> <Otto_Heinrich_Warburg>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Germany> <hasCapital> <Berlin> <Johannes_Peter_Müller> <isCitizenOf> <Germany> => <Johannes_Peter_Müller> <diedIn> <Berlin>	<Germany> <Berlin> <Johannes_Peter_Müller>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Italy> <hasCapital> <Rome> <Sebastiano_del_Piombo> <isCitizenOf> <Italy> => <Sebastiano_del_Piombo> <diedIn> <Rome>	<Italy> <Sebastiano_del_Piombo> <Rome>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Netherlands> <hasCapital> <Amsterdam> <Werner_van_den_Valckert> <isCitizenOf> <Netherlands> => <Werner_van_den_Valckert> <diedIn> <Amsterdam>	<Werner_van_den_Valckert> <Amsterdam> <Netherlands>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Norway> <hasCapital> <Oslo> <Axel_Thue> <isCitizenOf> <Norway> => <Axel_Thue> <diedIn> <Oslo>	<Oslo> <Norway> <Axel_Thue>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Norway> <hasCapital> <Oslo> <Olav_Selvaag> <isCitizenOf> <Norway> => <Olav_Selvaag> <diedIn> <Oslo>	<Oslo> <Norway> <Olav_Selvaag>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Norway> <hasCapital> <Oslo> <Arnold_Christopher_Ræstad> <isCitizenOf> <Norway> => <Arnold_Christopher_Ræstad> <diedIn> <Oslo>	<Oslo> <Norway> <Arnold_Christopher_Ræstad>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Poland> <hasCapital> <Warsaw> <Julia_Pirotte> <isCitizenOf> <Poland> => <Julia_Pirotte> <diedIn> <Warsaw>	<Julia_Pirotte> <Poland> <Warsaw>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Romania> <hasCapital> <Bucharest> <Nicolae_Pleşiţă> <isCitizenOf> <Romania> => <Nicolae_Pleşiţă> <diedIn> <Bucharest>	<Nicolae_Pleşiţă> <Romania> <Bucharest>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Romania> <hasCapital> <Bucharest> <Alexandru_Toma> <isCitizenOf> <Romania> => <Alexandru_Toma> <diedIn> <Bucharest>	<Alexandru_Toma> <Romania> <Bucharest>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Romania> <hasCapital> <Bucharest> <Eugen_Barbu> <isCitizenOf> <Romania> => <Eugen_Barbu> <diedIn> <Bucharest>	<Romania> <Eugen_Barbu> <Bucharest>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<Serbia> <hasCapital> <Belgrade> <Mihailo_Janković> <isCitizenOf> <Serbia> => <Mihailo_Janković> <diedIn> <Belgrade>	<Belgrade> <Mihailo_Janković> <Serbia>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<France> <hasCapital> <Paris> <Jean_Bernard_(physician)> <isCitizenOf> <France> => <Jean_Bernard_(physician)> <diedIn> <Paris>	<Paris> <France> <Jean_Bernard_(physician)>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<France> <hasCapital> <Paris> <Eugène-Anatole_Demarçay> <isCitizenOf> <France> => <Eugène-Anatole_Demarçay> <diedIn> <Paris>	<Eugène-Anatole_Demarçay> <Paris> <France>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<France> <hasCapital> <Paris> <Jean-Étienne_Guettard> <isCitizenOf> <France> => <Jean-Étienne_Guettard> <diedIn> <Paris>	<Paris> <France> <Jean-Étienne_Guettard>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<France> <hasCapital> <Paris> <Pierre-Dominique_Bazaine> <isCitizenOf> <France> => <Pierre-Dominique_Bazaine> <diedIn> <Paris>	<Pierre-Dominique_Bazaine> <Paris> <France>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<France> <hasCapital> <Paris> <Jean-Antoine_Chaptal> <isCitizenOf> <France> => <Jean-Antoine_Chaptal> <diedIn> <Paris>	<Paris> <France> <Jean-Antoine_Chaptal>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<France> <hasCapital> <Paris> <Adrien-Marie_Legendre> <isCitizenOf> <France> => <Adrien-Marie_Legendre> <diedIn> <Paris>	<Paris> <France> <Adrien-Marie_Legendre>	<diedIn> <hasCapital> <isCitizenOf>
?f <hasCapital> ?b ?a <isCitizenOf> ?f => ?a <diedIn> ?b	<France> <hasCapital> <Paris> <Henri_Cartan> <isCitizenOf> <France> => <Henri_Cartan> <diedIn> <Paris>	<Paris> <France> <Henri_Cartan>	<diedIn> <hasCapital> <isCitizenOf>
